duration,pdays,previous,balance,campaign,job,poutcome,deposit
128,-1,0,3462,1,10,3,0
5,-1,0,742,1,5,3,0
207,-1,0,55,1,5,3,0
164,-1,0,3462,6,4,3,0
200,-1,0,384,3,4,0,0
348,-1,0,-214,2,1,1,0
118,-1,0,219,4,2,3,0
124,-1,0,775,2,4,3,0
204,-1,0,752,2,7,3,0
334,-1,0,-495,2,1,3,0
91,-1,0,-338,6,1,3,0
228,-1,0,3215,3,0,3,0
183,-1,0,474,4,4,3,0
16,-1,0,0,6,4,3,0
362,-1,0,-258,1,9,3,0
10,-1,0,525,6,1,3,0
50,-1,0,1495,1,4,3,0
218,-1,0,165,4,9,3,0
258,-1,0,795,1,8,3,0
128,-1,0,232,6,1,1,0
239,-1,0,60,2,4,3,0
200,-1,0,0,1,0,3,0
161,-1,0,669,3,1,3,0
14,-1,0,1515,4,7,3,0
643,-1,0,-158,6,9,3,0
10,-1,0,449,6,1,3,0
222,-1,0,3462,2,9,3,0
187,-1,0,531,2,4,3,0
420,-1,0,59,1,1,3,0
122,-1,0,-68,1,7,3,0
220,-1,0,3462,1,5,2,0
643,-1,0,189,1,7,3,0
166,-1,0,300,2,1,3,0
20,-1,0,507,6,0,3,0
192,-1,0,-42,1,1,1,0
97,-1,0,362,5,2,3,0
178,-1,0,0,2,9,3,0
249,-1,0,705,1,9,3,0
37,-1,0,2423,1,1,3,0
235,-1,0,855,2,1,3,0
84,-1,0,3401,3,5,0,0
75,-1,0,154,1,4,3,0
53,-1,0,2610,1,9,3,0
231,-1,0,277,6,0,3,0
194,-1,0,3392,2,4,3,0
67,-1,0,1904,2,1,3,0
69,-1,0,3462,4,4,3,0
181,-1,0,469,4,4,3,0
309,-1,0,-195,4,9,3,0
359,-1,0,452,2,1,3,0
163,-1,0,3008,1,1,0,0
515,-1,0,2355,1,9,3,0
84,-1,0,-7,1,1,1,0
533,-1,0,3462,2,0,3,0
350,-1,0,166,2,1,3,0
23,-1,0,24,2,1,3,0
144,-1,0,724,3,4,3,0
361,-1,0,3462,1,5,3,0
160,-1,0,363,2,4,3,0
341,-1,0,541,1,1,3,0
296,-1,0,118,1,2,3,0
18,-1,0,-529,5,9,3,0
51,-1,0,2236,6,7,0,0
358,-1,0,13,2,1,0,0
200,-1,0,393,1,7,3,0
7,-1,0,901,3,4,3,0
223,-1,0,-1,2,9,1,0
414,-1,0,3462,2,7,3,0
134,-1,0,902,1,4,3,0
206,-1,0,37,2,0,3,0
25,-1,0,409,1,9,3,0
191,-1,0,602,6,9,3,0
121,-1,0,501,6,8,3,0
148,-1,0,0,1,3,3,0
217,-1,0,324,2,1,3,0
309,-1,0,3462,1,1,3,0
64,-1,0,129,2,9,3,0
129,-1,0,1393,3,4,3,0
178,-1,0,122,6,2,3,0
643,-1,0,184,3,9,1,0
51,-1,0,4,3,4,3,0
92,-1,0,569,1,4,3,0
148,-1,0,1086,2,1,3,0
643,-1,0,252,1,6,3,0
118,-1,0,1641,1,0,3,0
38,-1,0,428,2,7,3,0
79,-1,0,2,3,4,3,0
121,-1,0,456,1,1,3,0
97,-1,0,35,1,0,3,0
76,-1,0,209,4,3,3,0
309,-1,0,-272,1,0,1,0
97,-1,0,983,1,1,3,0
175,-1,0,1611,1,10,0,0
57,-1,0,121,6,2,3,0
13,-1,0,235,5,9,3,0
643,-1,0,778,2,9,3,0
410,-1,0,3112,3,2,3,0
185,-1,0,1877,1,4,3,0
124,-1,0,281,1,0,3,0
145,-1,0,3462,1,0,3,0
518,-1,0,257,1,7,3,0
188,-1,0,0,2,1,3,0
643,-1,0,3462,1,4,3,0
85,-1,0,862,1,0,0,0
146,-1,0,0,4,4,3,0
271,-1,0,3462,2,9,2,0
59,-1,0,3462,6,2,3,0
371,-1,0,1852,1,7,1,0
643,-1,0,2668,1,10,3,0
33,-1,0,234,5,8,1,0
215,-1,0,357,3,7,0,0
130,-1,0,783,2,3,3,0
343,-1,0,288,2,9,3,0
76,-1,0,3462,5,9,3,0
255,-1,0,946,3,1,3,0
84,-1,0,1031,1,0,3,0
643,-1,0,177,1,4,3,0
252,-1,0,3462,1,1,0,0
69,-1,0,201,6,5,3,0
174,-1,0,98,1,1,3,0
169,-1,0,43,3,9,0,0
263,-1,0,-305,1,1,3,0
59,-1,0,2311,1,4,3,0
95,-1,0,125,3,2,3,0
159,-1,0,154,2,9,3,0
248,-1,0,-566,2,1,3,0
584,-1,0,93,2,8,3,0
226,-1,0,161,2,4,3,0
268,-1,0,218,1,1,3,0
111,-1,0,450,2,9,0,0
561,-1,0,62,1,7,3,0
392,-1,0,101,1,0,3,0
365,-1,0,369,6,9,3,0
157,-1,0,3201,3,0,3,0
523,-1,0,1074,2,4,3,0
628,-1,0,3462,1,1,3,0
84,-1,0,-22,3,1,3,0
131,-1,0,20,2,9,3,0
10,-1,0,961,6,1,0,0
360,-1,0,731,4,10,3,0
137,-1,0,-847,2,0,3,0
31,-1,0,75,3,10,3,0
643,-1,0,1100,2,1,3,0
93,-1,0,198,1,3,1,0
69,-1,0,559,5,3,3,0
122,-1,0,128,2,2,3,0
69,-1,0,814,6,2,3,0
82,-1,0,872,2,1,3,0
643,-1,0,399,1,1,3,0
181,-1,0,235,1,1,3,0
95,-1,0,561,1,9,3,0
119,-1,0,664,1,0,3,0
152,-1,0,3390,3,7,3,0
42,-1,0,85,3,1,1,0
97,-1,0,3462,1,9,3,0
476,-1,0,5,3,4,3,0
211,-1,0,744,2,7,0,0
77,-1,0,-32,1,4,3,0
130,-1,0,0,1,9,3,0
71,-1,0,0,2,4,3,0
49,-1,0,1743,5,1,3,0
134,-1,0,3462,2,9,3,0
54,-1,0,3462,3,11,3,0
123,-1,0,23,2,1,3,0
219,-1,0,2637,1,4,3,0
103,-1,0,19,1,2,0,0
643,-1,0,318,4,9,3,0
133,-1,0,-233,3,10,3,0
28,-1,0,0,1,6,3,0
50,-1,0,290,2,4,3,0
465,-1,0,1744,6,10,3,0
277,-1,0,1467,2,5,3,0
256,-1,0,826,1,3,3,0
369,-1,0,78,2,4,3,0
594,-1,0,446,4,1,0,0
536,-1,0,3462,1,0,3,0
76,-1,0,-1080,3,4,3,0
32,-1,0,512,1,1,0,0
24,-1,0,3462,1,3,3,0
74,-1,0,141,2,4,3,0
323,-1,0,31,2,9,3,0
643,-1,0,18,1,9,3,0
30,-1,0,3462,6,1,3,0
72,-1,0,207,2,9,3,0
82,-1,0,0,4,1,3,0
232,-1,0,24,4,4,3,0
68,-1,0,-145,3,7,3,0
222,-1,0,174,3,6,3,0
248,-1,0,1007,2,1,3,0
276,-1,0,-72,1,7,0,0
57,-1,0,0,6,0,3,0
42,-1,0,641,1,0,3,0
269,-1,0,278,1,4,3,0
131,-1,0,1097,1,4,1,0
115,-1,0,326,1,7,3,0
265,-1,0,3462,1,6,3,0
588,-1,0,65,1,5,3,0
99,-1,0,476,4,10,3,0
643,-1,0,610,3,5,3,0
414,-1,0,1680,2,4,3,0
18,-1,0,185,1,4,3,0
47,-1,0,195,1,4,1,0
247,-1,0,337,1,9,0,0
445,-1,0,137,2,2,3,0
126,-1,0,447,1,4,3,0
441,-1,0,873,3,2,3,0
210,-1,0,0,2,9,3,0
229,-1,0,168,2,4,0,0
643,-1,0,475,4,2,3,0
199,-1,0,-36,4,2,3,0
471,-1,0,3440,6,4,3,0
66,-1,0,209,2,1,3,0
336,-1,0,2,6,4,3,0
451,-1,0,1625,6,4,3,0
259,-1,0,2643,1,2,3,0
251,-1,0,-208,4,4,3,0
76,-1,0,2631,2,1,3,0
80,-1,0,19,1,0,3,0
422,-1,0,3462,3,4,3,0
396,-1,0,-173,2,4,3,0
261,-1,0,-379,1,9,3,0
302,-1,0,239,2,9,0,0
117,-1,0,41,2,0,3,0
187,-1,0,-255,2,1,3,0
38,-1,0,527,1,10,3,0
110,-1,0,114,6,7,3,0
221,-1,0,3462,6,9,3,0
278,-1,0,166,1,4,3,0
643,-1,0,1434,3,4,3,0
94,-1,0,2769,2,4,3,0
116,-1,0,92,1,4,3,0
130,-1,0,694,6,4,3,0
192,-1,0,1873,1,1,3,0
405,-1,0,1048,1,9,3,0
139,-1,0,0,2,6,3,0
88,-1,0,206,2,2,3,0
144,-1,0,61,1,3,3,0
226,-1,0,3462,2,4,3,0
154,-1,0,89,1,5,0,0
48,-1,0,625,4,2,3,0
34,-1,0,342,2,9,3,0
288,-1,0,1609,3,9,3,0
246,-1,0,489,2,4,0,0
129,-1,0,3,4,6,3,0
73,-1,0,10,1,1,3,0
81,-1,0,1559,1,0,3,0
280,-1,0,628,1,4,3,0
79,-1,0,154,1,3,3,0
54,-1,0,5,3,1,3,0
178,-1,0,1439,2,4,3,0
50,-1,0,-934,1,2,3,0
310,-1,0,696,3,4,3,0
192,-1,0,99,3,2,3,0
62,-1,0,574,1,4,3,0
128,-1,0,267,1,9,3,0
234,-1,0,3462,2,1,3,0
63,-1,0,81,2,7,3,0
185,-1,0,1830,5,1,0,0
541,-1,0,3232,1,3,0,0
107,-1,0,3462,2,4,3,0
307,-1,0,-263,1,9,3,0
235,-1,0,69,2,0,3,0
39,-1,0,113,6,1,3,0
139,-1,0,1736,3,7,3,0
201,-1,0,4,2,7,3,0
118,-1,0,3462,2,1,0,0
228,-1,0,3462,1,5,0,0
102,-1,0,824,2,4,3,0
107,-1,0,3462,1,9,3,0
115,-1,0,-578,1,1,3,0
113,-1,0,3462,1,0,3,0
318,-1,0,876,1,1,3,0
62,-1,0,183,2,9,3,0
51,-1,0,1280,1,9,3,0
218,-1,0,2401,2,1,3,0
61,-1,0,57,1,4,3,0
259,-1,0,144,1,1,0,0
72,-1,0,568,2,9,3,0
321,-1,0,315,1,4,3,0
181,-1,0,169,3,1,3,0
172,-1,0,3462,3,5,0,0
59,-1,0,1252,1,0,3,0
643,-1,0,636,1,9,1,0
359,-1,0,2126,1,5,0,0
213,-1,0,204,1,3,3,0
115,-1,0,591,1,0,3,0
18,-1,0,314,1,9,2,0
604,-1,0,359,1,9,3,0
330,-1,0,2642,3,1,3,0
9,-1,0,3111,3,1,0,0
66,-1,0,1247,6,11,3,0
119,-1,0,219,1,0,1,0
200,-1,0,211,2,1,3,0
91,-1,0,546,3,4,3,0
124,-1,0,-242,2,1,3,0
72,-1,0,14,1,9,3,0
254,-1,0,548,3,4,3,0
203,-1,0,328,1,1,3,0
91,-1,0,273,3,1,3,0
512,-1,0,0,1,7,3,0
401,-1,0,318,1,9,3,0
159,-1,0,0,1,0,3,0
188,-1,0,42,1,1,3,0
140,-1,0,234,3,7,3,0
291,-1,0,110,2,1,3,0
152,-1,0,0,5,1,3,0
516,-1,0,3462,2,5,1,0
311,-1,0,112,1,1,1,0
177,-1,0,1788,2,4,0,0
71,-1,0,935,1,6,0,0
190,-1,0,322,2,1,1,0
197,-1,0,411,1,1,3,0
157,-1,0,192,3,4,3,0
90,-1,0,1742,4,5,3,0
63,-1,0,3462,2,0,3,0
286,-1,0,1969,3,3,3,0
12,-1,0,844,6,0,3,0
296,-1,0,940,1,9,3,0
70,-1,0,-997,6,9,3,0
82,-1,0,208,1,1,3,0
175,-1,0,7,2,4,3,0
353,-1,0,1693,1,6,3,0
285,-1,0,133,1,1,1,0
548,-1,0,380,2,1,3,0
384,-1,0,5,1,6,3,0
11,-1,0,2204,4,9,3,0
112,-1,0,159,4,7,3,0
76,-1,0,426,2,0,0,0
124,-1,0,-55,1,9,3,0
132,-1,0,962,1,4,3,0
178,-1,0,196,6,2,3,0
86,-1,0,3462,1,4,3,0
185,-1,0,1572,1,7,3,0
40,-1,0,1265,6,1,2,0
108,-1,0,697,1,9,3,0
133,-1,0,304,2,9,3,0
167,-1,0,2185,4,2,3,0
314,-1,0,2731,1,9,3,0
110,-1,0,-95,1,1,3,0
93,-1,0,477,1,9,3,0
139,-1,0,275,1,0,3,0
116,-1,0,8,2,3,3,0
109,-1,0,23,1,7,3,0
230,-1,0,579,1,5,3,0
165,-1,0,-71,2,1,3,0
148,-1,0,534,3,0,3,0
260,-1,0,171,6,1,3,0
286,-1,0,960,3,0,3,0
590,-1,0,3462,2,1,3,0
134,-1,0,-258,2,1,1,0
183,-1,0,642,2,4,3,0
106,-1,0,3462,1,4,3,0
73,-1,0,3431,1,4,3,0
177,-1,0,1508,2,1,0,0
56,-1,0,1,1,0,3,0
99,-1,0,3462,1,3,3,0
643,-1,0,913,1,4,0,0
214,-1,0,208,1,9,3,0
142,-1,0,9,3,4,0,0
179,-1,0,0,1,4,3,0
179,-1,0,2706,3,9,3,0
270,-1,0,-19,1,1,3,0
163,-1,0,145,1,4,3,0
99,-1,0,658,3,1,0,0
53,-1,0,-1112,3,4,0,0
44,-1,0,1933,2,0,3,0
338,-1,0,513,4,1,3,0
59,-1,0,23,1,4,3,0
273,-1,0,51,2,4,3,0
16,-1,0,3462,3,4,1,0
116,-1,0,1158,3,3,0,0
153,-1,0,572,6,4,3,0
116,-1,0,2907,1,4,3,0
314,-1,0,620,1,1,3,0
350,-1,0,3151,6,3,3,0
127,-1,0,0,3,4,3,0
112,-1,0,0,4,7,3,0
79,-1,0,430,4,4,3,0
54,-1,0,841,2,9,3,0
225,-1,0,-53,4,10,1,0
131,-1,0,31,3,7,0,0
163,-1,0,-185,2,1,3,0
643,-1,0,3462,5,4,3,0
153,-1,0,3462,2,4,3,0
643,-1,0,270,2,1,3,0
121,-1,0,88,6,7,3,0
256,-1,0,405,1,9,3,0
347,-1,0,452,1,2,3,0
116,-1,0,610,6,7,3,0
39,-1,0,1742,2,7,3,0
237,-1,0,131,1,0,3,0
215,-1,0,3395,1,9,3,0
27,-1,0,53,6,4,3,0
62,-1,0,2500,2,9,3,0
138,-1,0,0,1,4,3,0
315,-1,0,-23,1,1,3,0
206,-1,0,697,1,7,3,0
87,-1,0,725,3,9,3,0
217,-1,0,101,3,0,3,0
224,-1,0,369,1,7,3,0
197,-1,0,-97,3,1,0,0
138,-1,0,-220,2,6,3,0
63,-1,0,82,2,2,3,0
392,-1,0,440,1,2,3,0
261,-1,0,1571,1,9,0,0
531,-1,0,-331,1,5,3,0
51,-1,0,2429,1,3,3,0
71,-1,0,100,4,0,3,0
83,-1,0,2693,2,5,1,0
72,-1,0,3431,4,9,3,0
260,-1,0,378,1,4,0,0
73,-1,0,0,3,1,3,0
146,-1,0,-56,2,4,0,0
18,-1,0,827,4,1,3,0
53,-1,0,2269,1,9,0,0
136,-1,0,2993,2,7,3,0
643,-1,0,-333,1,9,3,0
185,-1,0,-1,2,9,3,0
155,-1,0,3462,1,1,3,0
55,-1,0,431,1,9,0,0
335,-1,0,589,2,3,3,0
109,-1,0,0,4,0,3,0
482,-1,0,-403,2,9,3,0
317,-1,0,519,2,6,0,0
87,-1,0,20,6,1,3,0
90,-1,0,769,1,9,3,0
250,-1,0,3304,2,0,3,0
643,-1,0,0,6,4,3,0
604,-1,0,1592,2,4,1,0
402,-1,0,29,1,8,3,0
643,-1,0,241,3,9,3,0
286,-1,0,431,2,1,3,0
76,-1,0,-141,3,1,3,0
643,-1,0,615,2,7,3,0
96,-1,0,62,3,4,3,0
185,-1,0,1350,1,4,0,0
127,-1,0,1316,3,0,3,0
143,-1,0,-279,2,0,3,0
575,-1,0,3462,1,7,3,0
326,-1,0,33,1,1,3,0
95,-1,0,-513,6,4,3,0
101,-1,0,1252,1,9,0,0
471,-1,0,3462,1,8,3,0
166,-1,0,200,1,1,3,0
147,-1,0,1059,3,7,3,0
131,-1,0,18,2,1,1,0
203,-1,0,3462,2,4,3,0
72,-1,0,139,1,9,3,0
361,-1,0,359,6,1,3,0
332,-1,0,3462,1,9,3,0
169,-1,0,863,1,1,1,0
301,-1,0,3462,1,4,3,0
100,-1,0,2079,1,5,1,0
131,-1,0,27,6,2,3,0
375,-1,0,417,2,9,3,0
280,-1,0,16,1,4,3,0
341,-1,0,187,1,7,3,0
254,-1,0,941,1,5,3,0
260,-1,0,169,1,7,3,0
143,-1,0,1383,2,4,3,0
64,-1,0,1994,1,0,3,0
109,-1,0,991,2,4,3,0
289,-1,0,345,3,1,3,0
188,-1,0,1293,3,4,3,0
68,-1,0,431,2,1,0,0
154,-1,0,16,2,4,3,0
137,-1,0,1811,4,10,0,0
139,-1,0,654,2,7,3,0
214,-1,0,-1,2,2,3,0
127,-1,0,3462,2,1,3,0
73,-1,0,1309,3,2,3,0
184,-1,0,3462,1,1,3,0
280,-1,0,787,1,1,3,0
88,-1,0,151,2,7,3,0
73,-1,0,2269,2,1,3,0
94,-1,0,460,1,4,3,0
115,-1,0,169,4,4,3,0
553,-1,0,690,2,7,1,0
115,-1,0,2869,1,9,3,0
61,-1,0,3462,1,9,3,0
59,-1,0,2320,3,0,1,0
437,-1,0,184,6,0,3,0
46,-1,0,15,2,1,0,0
59,-1,0,578,2,0,3,0
146,-1,0,488,4,5,3,0
261,-1,0,739,1,7,2,0
96,-1,0,-255,2,0,3,0
117,-1,0,49,1,10,3,0
30,-1,0,2404,1,1,3,0
58,-1,0,769,2,4,1,0
544,-1,0,4,4,1,3,0
224,-1,0,0,1,9,3,0
41,-1,0,784,3,4,3,0
196,-1,0,3462,2,0,0,0
239,-1,0,3462,1,1,3,0
473,-1,0,0,1,1,3,0
159,-1,0,75,1,1,0,0
92,-1,0,416,3,1,3,0
96,-1,0,3462,2,4,3,0
95,-1,0,2557,4,9,2,0
53,-1,0,-741,1,5,3,0
380,-1,0,-162,1,9,3,0
155,-1,0,338,2,0,3,0
207,-1,0,-196,1,7,3,0
222,-1,0,681,1,1,3,0
122,-1,0,32,3,4,3,0
204,-1,0,605,1,4,3,0
34,-1,0,690,1,4,3,0
25,-1,0,2526,6,1,3,0
439,-1,0,325,4,6,3,0
147,-1,0,866,1,2,3,0
97,-1,0,238,1,0,2,0
294,-1,0,860,6,4,3,0
140,-1,0,3462,1,1,3,0
24,-1,0,-283,2,1,1,0
102,-1,0,2420,6,7,0,0
83,-1,0,3462,1,9,3,0
210,-1,0,3462,2,9,3,0
37,-1,0,3462,2,9,3,0
129,-1,0,575,3,1,3,0
123,-1,0,2632,1,5,3,0
633,-1,0,639,1,9,3,0
25,-1,0,819,6,4,3,0
139,-1,0,348,2,2,3,0
169,-1,0,218,1,9,3,0
42,-1,0,2887,2,4,3,0
142,-1,0,451,2,4,3,0
67,-1,0,97,3,1,3,0
126,-1,0,688,1,4,0,0
157,-1,0,3462,2,1,3,0
174,-1,0,526,1,8,0,0
446,-1,0,53,1,1,3,0
129,-1,0,2144,6,1,3,0
135,-1,0,363,1,4,0,0
20,-1,0,576,6,0,3,0
57,-1,0,145,2,4,0,0
163,-1,0,0,5,7,3,0
274,-1,0,1308,3,9,3,0
226,-1,0,0,3,9,3,0
37,-1,0,468,1,9,0,0
520,-1,0,3185,1,0,3,0
643,-1,0,285,2,10,3,0
478,-1,0,1238,1,1,0,0
134,-1,0,2151,1,9,0,0
373,-1,0,285,3,9,3,0
93,-1,0,3462,1,8,3,0
237,-1,0,491,1,9,3,0
120,-1,0,843,2,7,3,0
155,-1,0,0,1,9,3,0
542,-1,0,1040,1,10,0,0
173,-1,0,4,1,1,3,0
317,-1,0,47,1,1,3,0
91,-1,0,63,2,5,3,0
82,-1,0,1801,1,10,2,0
446,-1,0,2429,6,2,3,0
147,-1,0,1196,1,1,3,0
103,-1,0,0,1,9,3,0
131,-1,0,60,1,1,3,0
12,-1,0,102,6,9,3,0
209,-1,0,1476,6,0,3,0
110,-1,0,-1,6,1,3,0
236,-1,0,1447,3,9,0,0
154,-1,0,219,4,9,3,0
137,-1,0,725,2,4,3,0
643,-1,0,2658,2,9,3,0
643,-1,0,2167,1,1,3,0
178,-1,0,199,4,9,3,0
251,-1,0,245,2,0,0,0
176,-1,0,-166,2,4,3,0
240,-1,0,3462,3,0,3,0
164,-1,0,222,5,1,3,0
92,-1,0,-257,4,1,3,0
326,-1,0,-148,3,1,1,0
9,-1,0,1186,6,9,3,0
219,-1,0,568,1,0,3,0
386,-1,0,-219,2,9,3,0
380,-1,0,3462,1,4,3,0
108,-1,0,61,1,1,3,0
97,-1,0,773,6,1,3,0
151,-1,0,466,2,5,3,0
11,-1,0,37,1,8,3,0
56,-1,0,124,1,4,1,0
357,-1,0,771,1,4,3,0
130,-1,0,48,1,1,3,0
117,-1,0,1604,1,6,3,0
66,-1,0,1257,1,9,3,0
97,-1,0,-488,4,0,3,0
90,-1,0,62,5,4,3,0
193,-1,0,3462,6,4,3,0
149,-1,0,-532,1,1,3,0
47,-1,0,0,6,7,3,0
127,-1,0,473,2,1,1,0
221,-1,0,233,4,10,3,0
177,-1,0,103,2,8,0,0
200,-1,0,471,1,0,3,0
35,-1,0,1518,3,1,3,0
57,-1,0,58,2,9,3,0
517,-1,0,659,4,4,3,0
246,-1,0,1453,1,9,1,0
84,-1,0,228,1,4,3,0
347,-1,0,269,2,4,3,0
106,-1,0,0,1,10,3,0
536,-1,0,1185,1,9,3,0
200,-1,0,3126,2,0,3,0
86,-1,0,257,2,7,3,0
259,-1,0,-258,1,7,3,0
92,-1,0,0,2,4,3,0
109,-1,0,284,5,4,3,0
115,-1,0,1109,3,1,0,0
134,-1,0,2138,1,2,3,0
121,-1,0,1590,5,9,1,0
147,-1,0,44,1,4,1,0
52,-1,0,150,1,4,3,0
184,-1,0,66,4,1,3,0
256,-1,0,3462,4,4,3,0
216,-1,0,1476,2,3,3,0
191,-1,0,0,5,1,3,0
110,-1,0,2098,2,9,3,0
93,-1,0,3462,3,9,3,0
28,-1,0,25,2,1,1,0
372,-1,0,390,2,1,2,0
16,-1,0,44,6,9,3,0
129,-1,0,18,1,0,3,0
643,-1,0,472,1,4,3,0
89,-1,0,1560,1,4,3,0
50,-1,0,2,3,7,3,0
643,-1,0,1680,1,4,3,0
82,-1,0,-1884,2,4,0,0
243,-1,0,-35,1,1,3,0
272,-1,0,20,6,4,3,0
192,-1,0,612,1,4,3,0
181,-1,0,499,1,5,3,0
278,-1,0,537,2,4,3,0
70,-1,0,3462,1,6,3,0
253,-1,0,29,1,1,3,0
189,-1,0,2597,1,1,3,0
55,-1,0,36,1,6,3,0
43,-1,0,887,6,0,3,0
248,-1,0,424,4,0,1,0
159,-1,0,-8,2,7,3,0
116,-1,0,1,3,1,3,0
174,-1,0,242,1,0,3,0
202,-1,0,541,2,1,3,0
205,-1,0,196,1,7,3,0
66,-1,0,588,3,5,3,0
340,-1,0,3462,3,4,3,0
155,-1,0,906,3,9,3,0
211,-1,0,-120,1,0,3,0
139,-1,0,474,3,5,3,0
247,-1,0,784,2,4,0,0
114,-1,0,39,2,4,3,0
92,-1,0,640,1,8,3,0
113,-1,0,-329,1,7,3,0
486,-1,0,3462,2,4,0,0
21,-1,0,-118,2,1,3,0
227,-1,0,2,1,1,3,0
149,-1,0,811,2,0,3,0
95,-1,0,1698,2,4,3,0
199,-1,0,24,1,4,3,0
106,-1,0,3276,1,10,1,0
232,-1,0,0,2,0,3,0
144,-1,0,212,2,7,1,0
131,-1,0,1355,1,4,0,0
99,-1,0,325,4,1,3,0
136,-1,0,805,6,1,1,0
195,-1,0,334,4,8,1,0
18,-1,0,248,1,0,3,0
289,-1,0,2280,1,11,3,0
77,-1,0,357,3,4,3,0
399,-1,0,-158,1,4,3,0
123,-1,0,112,2,9,3,0
388,-1,0,0,2,9,3,0
138,-1,0,-43,6,2,3,0
119,-1,0,287,5,4,3,0
238,-1,0,96,3,7,0,0
167,-1,0,9,2,9,3,0
55,-1,0,474,3,1,3,0
174,-1,0,488,1,0,3,0
418,-1,0,3462,2,4,3,0
220,-1,0,3462,6,3,3,0
363,-1,0,1967,1,0,3,0
167,-1,0,10,5,9,3,0
152,-1,0,3462,1,8,3,0
218,-1,0,3462,2,9,2,0
69,-1,0,3462,2,0,3,0
521,-1,0,140,2,0,3,0
23,-1,0,334,1,7,3,0
98,-1,0,541,1,4,3,0
200,-1,0,323,1,2,3,0
247,-1,0,1693,1,0,2,0
218,-1,0,382,2,1,3,0
85,-1,0,0,2,4,3,0
101,-1,0,2101,5,4,3,0
271,-1,0,1996,1,2,3,0
71,-1,0,966,2,9,3,0
200,-1,0,401,1,9,3,0
402,-1,0,609,1,1,3,0
198,-1,0,419,2,9,3,0
278,-1,0,642,1,4,3,0
361,-1,0,416,3,9,3,0
140,-1,0,6,1,0,3,0
558,-1,0,3462,1,9,3,0
304,-1,0,15,2,0,3,0
126,-1,0,0,2,4,3,0
241,-1,0,800,2,7,3,0
568,-1,0,687,6,6,3,0
643,-1,0,28,4,0,3,0
95,-1,0,2216,6,4,3,0
80,-1,0,3,2,6,3,0
373,-1,0,435,2,1,3,0
172,-1,0,596,2,0,0,0
204,-1,0,54,2,9,0,0
48,-1,0,1241,6,3,0,0
225,-1,0,167,3,3,3,0
158,-1,0,691,1,1,3,0
133,-1,0,3462,2,3,3,0
175,-1,0,0,2,0,3,0
328,-1,0,3462,4,9,3,0
158,-1,0,1730,1,1,2,0
210,-1,0,1912,1,1,0,0
223,-1,0,0,2,2,3,0
136,-1,0,123,1,9,3,0
89,-1,0,1412,1,1,0,0
89,-1,0,181,6,1,3,0
134,-1,0,380,1,9,3,0
643,-1,0,1179,4,3,3,0
229,-1,0,687,1,0,3,0
446,-1,0,432,1,7,3,0
352,-1,0,2257,1,1,3,0
95,-1,0,1414,1,4,3,0
377,-1,0,253,4,9,1,0
135,-1,0,1185,1,0,3,0
199,-1,0,457,1,7,1,0
107,-1,0,428,1,9,3,0
75,-1,0,1477,1,9,0,0
643,-1,0,265,4,9,3,0
257,-1,0,228,1,7,3,0
23,-1,0,0,6,7,3,0
23,-1,0,2785,6,0,3,0
430,-1,0,2730,2,9,3,0
81,-1,0,1413,5,9,3,0
106,-1,0,1989,2,7,3,0
153,-1,0,0,1,3,3,0
227,-1,0,313,2,9,3,0
97,-1,0,289,5,3,3,0
122,-1,0,6,3,9,0,0
124,-1,0,284,4,1,0,0
316,-1,0,3269,1,7,3,0
55,-1,0,3462,1,2,3,0
83,-1,0,852,6,9,3,0
26,-1,0,0,4,4,3,0
103,-1,0,3457,4,0,3,0
352,-1,0,1296,4,6,3,0
72,-1,0,3462,6,9,3,0
643,-1,0,3462,2,0,3,0
55,-1,0,1697,2,4,3,0
104,-1,0,34,1,4,3,0
146,-1,0,383,1,0,3,0
76,-1,0,800,6,1,3,0
248,-1,0,3462,6,4,3,0
283,-1,0,263,4,0,0,0
234,-1,0,-533,4,4,3,0
145,-1,0,9,6,9,3,0
151,-1,0,78,2,5,3,0
153,-1,0,827,3,9,3,0
59,-1,0,3462,1,4,0,0
82,-1,0,253,5,0,0,0
78,-1,0,-1361,1,9,3,0
393,-1,0,335,2,7,3,0
612,-1,0,7,1,0,0,0
190,-1,0,590,2,10,3,0
165,-1,0,351,3,4,3,0
104,-1,0,3462,1,10,0,0
177,-1,0,2360,3,4,3,0
22,-1,0,146,6,1,3,0
136,-1,0,87,2,5,3,0
355,-1,0,391,4,1,3,0
83,-1,0,479,2,0,3,0
376,-1,0,2428,4,1,3,0
123,-1,0,-9,1,10,3,0
158,-1,0,147,6,1,3,0
254,-1,0,1341,2,1,3,0
122,-1,0,63,2,5,3,0
71,-1,0,283,1,9,3,0
576,-1,0,0,1,1,3,0
118,-1,0,1265,1,3,0,0
132,-1,0,48,1,7,3,0
89,-1,0,3462,4,4,3,0
126,-1,0,1535,2,8,3,0
98,-1,0,854,4,4,3,0
228,-1,0,481,3,1,0,0
64,-1,0,3462,3,0,1,0
643,-1,0,499,1,11,3,0
159,-1,0,1368,2,9,2,0
9,-1,0,457,1,0,3,0
144,-1,0,842,3,1,3,0
49,-1,0,-159,1,1,3,0
167,-1,0,3462,1,9,2,0
189,-1,0,407,2,2,3,0
185,-1,0,71,3,1,0,0
61,-1,0,89,4,4,3,0
420,-1,0,2505,3,0,3,0
